FULL_NAME,GRADE,SSAN,RECORD_STATUS,ASSIGNED_PAS,ASSIGNED_PAS_CLEARTEXT,OFFICE_SYMBOL,DUTY_TITLE,DUTY_START_DATE,DOR,DAFSC,CAFSC,PAFSC,2AFSC,3AFSC,4AFSC,DATE_ARRIVED_STATION,DUTY_PHONE,TAFMSD,DOE,DOS,DATE_OF_BIRTH,HOME_ADDRESS,HOME_CITY ,HOME_STATE,HOME_ZIP_CODE,SUPV_NAME,GRADE_PERM_PROJ,UIF_CODE,UIF_DISPOSITION_DATE,PROJ_EVAL_CLOSE_DATE,MARITAL_STATUS,RNLTD,GAINING_PAS,GAINING_PAS_CLEARTEXT,LAST_EVAL_RATING,LAST_EVAL_CLOSE_DATE,PERF_INDICATOR,SPOUSE_SSAN,SUPV_BEGIN_DATE,REENL_ELIG_STATUS,HOME_PHONE_NUMBER,AGE,DEROS,DEPLOY_ADMIN_STATUS,DEPLOY_ADMIN_STATUS_CLEARTEXT,DEPLOY_ADMIN_STOP_DATE,DEPLOY_LEGAL_STATUS,DEPLOY_LEGAL_STATUS_CLEARTEXT,DEPLOY_LEGAL_STOP_DATE,DEPLOY_PHYS_STATUS,DEPLOY_PHYS_STATUS_CLEARTEXT,DEPLOY_PHYS_STOP_DATE,DEPLOY_TIME_STATUS,DEPLOY_TIME_STATUS_CLEARTEXT,DEPLOY_TIME_STOP_DATE,AVAILABILITY_CODE,AVAILABILITY_CODE_CLEARTEXT,AVAILABILITY_DATE,AVAILABILITY_STATUS,AVAILABILITY_STATUS_CLEARTEXT,LIMITATION_CODE,LIMITATION_CODE_CLEARTEXT,LIMITATION_END_DATE,SEC_CLR,TYPE_SEC_INV,DT_SCTY_INVES_COMPL,SEC_ELIG_DT,TECH_ID,ACDU_STATUS,ANG_ROLL_INDICATOR,AFR_SECTION_ID,CIVILIAN_ART_ID,ATTACHED_PAS,FUNCTIONAL_CATEGORY
Carver Rostron,COL,125-85-1536,10,NM1234,SQUADRONLRAFB,CYPR,Office Assistant III,16-Jun-2022,22-Aug-2020,2E274,17D,,,,,01-Dec-2017,254-876-6958,17-Jan-2003,17-Oct-2023,04-Nov-2023,19-Jun-2064,10 Utah Road,Waco,Texas,62211-314,Harlie Peebles,,,,18-Mar-2024,M,,,,L,28-Aug-2023,A,159-84-8462,22-Oct-2023,1M,312-280-7086,22,,,,,,,,,,,,,,,,,,APPROVED,L,,24-Jan-2024,V,5R,01-Feb-2019,30-Aug-2023,,,,,,,A
Jody Penkethman,MSG,125-85-1536,10,VQ1234,SQUADRONLRAFB,CYPR,Safety Technician III,29-May-2022,28-Jan-2019,2E274,Z5C052,Z5C052,,,,24-Jan-2022,602-691-6306,02-Dec-2003,14-Sep-2023,06-Apr-2023,25-Feb-2038,12 Dwight Pass,Mesa,Arizona,0206-8854,Maggy Sans,,,,21-Jul-2024,M,,,,A,29-Dec-2022,A,125-85-1536,14-Aug-2023,1M,704-738-7571,19,,,,,,,,,,,,,,,,22-Mar-2024,A,,,,07-Jun-2024,V,9,26-Mar-2020,29-May-2022,,,,,,,A
Kassia Molnar,SP2,159-84-8462,20,VQ1234,SQUADRONVSFB,CYCM,Desktop Support Technician,01-Sep-2022,29-Mar-2022,5C071,17D,,,,,06-May-2018,505-122-4808,15-Dec-2009,11-Mar-2023,23-Mar-2023,11-Sep-2042,11277 Shelley Park,Albuquerque,New Mexico,43857-0325,Emmerich Ambrosini,,,,19-Oct-2024,D,,,,L,21-Sep-2023,A,159-84-8462,11-Nov-2023,3C,907-546-3721,22,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,A,,,APPROVED SRB,25-Jul-2024,V,5R,22-Feb-2023,12-Aug-2022,,,,,,,A
Domini Degan,SMS,125-85-1536,10,VQ1234,SQUADRONVSFB,CYCP,Staff Accountant II,11-Oct-2023,10-Nov-2023,2M02S,17D,,,,,18-Dec-2022,617-405-0169,31-Oct-2019,20-Aug-2023,19-Oct-2023,08-Sep-2029,570 Duke Park,Boston,Massachusetts,50458-579,Dorrie Natalie,,,,22-Jun-2024,D,,,,Y,03-Jun-2023,A,159-84-8462,10-Sep-2023,1J,713-616-4006,29,,,,,,,,43,,,,APPROVED SERARATION,,,,,,APPROVED,Q,,25-Apr-2024,V,9,29-Aug-2022,07-Sep-2023,,,,,,,A
Miles Aleswell,COL,152-58-5486,20,NM1234,SQUADRONVSFB,CYP,Administrative Assistant II,11-Jul-2023,15-Mar-2021,17D,2M02S,,,,,13-Nov-2021,571-751-1043,24-May-2012,29-Jun-2023,04-Jan-2023,16-Oct-2041,1 Old Shore Circle,Merrifield,Virginia,76058-102,Junie Mariner,,,,01-Jul-2024,D,,,,V,25-Jun-2023,,159-84-8462,11-Mar-2023,3C,504-383-6540,52,,,,,,,,,,,,,,,,,,APPROVED,,EFMP,17-May-2024,V,A,18-Aug-2021,03-Sep-2023,,,,,,,A
Briney Vaud,SMS,152-58-5486,10,NM1234,SQUADRONVSFB,CYCP,Software Consultant,04-Aug-2021,30-Jun-2023,Z5C052,Z5C052,,,,,12-Oct-2020,253-614-7838,05-Mar-2014,12-Oct-2023,26-Mar-2023,10-Sep-2068,03 Pond Plaza,Seattle,Washington,21695-011,Noemi O'Mohun,,,,13-Nov-2024,M,15-Jul-2024,,,V,04-Jan-2023,A,159-84-8462,08-Jul-2023,1J,702-558-8585,28,,,,,,,,,,,,,,,,,,,,,12-Dec-2023,V,5R,06-Jan-2020,10-May-2023,,,,,,,A
Aldin Tocher,LTC,512-54-5483,20,VQ1234,SQUADRONVSFB,CYCM,Human Resources Manager,13-Aug-2021,27-Jan-2019,17D,2E274,,,,,07-Dec-2021,952-326-7186,17-Feb-2012,14-Sep-2023,10-Jun-2023,05-Feb-2028,829 Dahle Avenue,Young America,Minnesota,0268-6231,Ceciley Cheeseman,,,,06-Nov-2024,S,,VQ1234,,A,02-Sep-2023,A,152-58-5486,30-Sep-2023,3C,314-538-2825,31,,,,,,,,,,,,,,,,02-Jun-2024,,,,,14-Sep-2024,V,A,27-Jun-2020,07-Sep-2022,,,,,,,A
Noni Piddock,TSG,512-54-5483,10,NM1234,SQUADRONLRAFB,CYP,Social Worker,24-Jun-2022,11-Jan-2022,2M02S,2M02S,,,,,17-Oct-2017,757-687-4927,30-Apr-2014,01-Sep-2023,03-Sep-2023,01-Nov-2038,3 Alpine Park,Newport News,Virginia,11410-086,Carlie Brumfitt,,,08-Feb-2024,16-Nov-2023,D,,,,Y,20-Jan-2023,A,159-84-8462,05-Jan-2023,3C,352-725-5650,39,,,,,,,,,,,,,,31,MEDICAL DEFERMENT,,,APPROVED,O,MED  ASSIGNMENT LIMITATION,29-Apr-2024,V,9,23-Jan-2020,10-May-2023,,,,,,,A
Terencio Downing,TSG,159-84-8462,10,NM1234,SQUADRONVSFB,CYPR,Web Designer III,20-Oct-2023,25-Jan-2023,5C071,5C071,Z5C052,,,,13-May-2018,412-206-5682,12-May-2023,24-Feb-2023,18-Sep-2023,15-Jun-2078,6345 Glendale Road,Pittsburgh,Pennsylvania,53808-0707,Job Satchel,,,,10-Jan-2024,M,,,,V,29-Nov-2022,A,512-54-5483,04-Dec-2022,1R,608-618-4177,27,,,,,,,,,,,,,,,,07-Jan-2024,A,,,,09-Jun-2024,V,T5,29-Aug-2023,15-Jul-2023,,,,,,,A
Feodora Edeson,CPT,159-84-8462,20,NM1234,SQUADRONVSFB,CYPR,Software Consultant,24-Jun-2023,16-Dec-2018,2E274,2M02S,,,,,06-Aug-2018,571-485-6566,27-Aug-2018,05-Dec-2022,10-Jul-2023,27-Jan-2056,2109 Northwestern Terrace,Vienna,Virginia,49288-0347,Cherida Francklyn,,,,04-Jul-2024,M,,,,A,22-Jul-2023,A,159-84-8462,23-May-2023,1M,415-283-0921,44,,,,,,,,,,,,,,,,10-Aug-2024,,APPROVED,Y,,06-Jul-2024,V,A,18-May-2020,09-Dec-2021,,,,,,,A
Evania Kachel,TSG,152-58-5486,20,VQ1234,SQUADRONLRAFB,CYPR,VP Marketing,16-Jul-2022,24-Apr-2021,5C071,17D,,,,,23-Sep-2020,843-525-5749,26-Jan-2008,17-Jan-2023,03-Jan-2023,15-Feb-2034,52231 Redwing Crossing,Charleston,South Carolina,14783-661,Sharl Olexa,,,,12-Apr-2024,D,,,,Y,23-Jul-2023,A,152-58-5486,18-Jan-2023,1R,254-250-1803,54,,,,,,,,,,,58,,,,MEDICAL DEFERMENT,,,,,,07-Nov-2024,V,7,02-Nov-2023,15-Aug-2022,,,,,,,A
Hamlen De Castri,1LT,152-58-5486,20,VQ1234,SQUADRONLRAFB,CYCP,Senior Sales Associate,08-Oct-2023,22-Dec-2018,Z5C052,17D,,,,,05-Jun-2020,503-669-8569,06-Jul-2004,07-Feb-2023,03-Aug-2023,24-Feb-2007,360 Tomscot Court,Portland,Oregon,0074-4314,Addia Yakovliv,,,,10-May-2024,S,,,,Y,31-Mar-2023,A,159-84-8462,26-Apr-2023,1J,651-870-0965,40,,,,,,,,,,,,,,,,08-Oct-2024,A,,,,20-Aug-2024,V,9,01-Jul-2022,16-Jul-2022,,,,,,,A
Ahmad Moohan,SP3,512-54-5483,10,NM1234,SQUADRONLRAFB,CYCP,Human Resources Assistant IV,14-Sep-2021,09-Jul-2020,Z5C052,2M02S,,,,,18-Sep-2021,864-756-7405,12-Jun-2005,17-Jun-2023,10-Jul-2023,24-Jun-2031,6088 Jay Plaza,Anderson,South Carolina,76088-101,Brena Denniston,,,,03-Feb-2024,S,,,,L,24-Dec-2022,A,123-12-2456,20-May-2023,1J,313-572-5626,18,,,,,,,,,,,,,,,,28-Feb-2024,A,,,,16-Nov-2023,V,5R,03-Sep-2019,01-Sep-2023,,,,,,,A
Joline Roncelli,2LT,152-58-5486,10,NM1234,SQUADRONLRAFB,CYCM,Help Desk Technician,06-Feb-2023,27-Apr-2023,2E274,Z5C052,,,,,27-Jul-2020,713-126-8088,29-Dec-2017,20-Sep-2023,22-Oct-2023,25-Oct-2028,58601 Beilfuss Road,Houston,Texas,49349-481,April Brownsea,,,,10-Apr-2024,D,,,,L,15-Jan-2023,A,159-84-8462,09-Apr-2023,1J,312-665-2074,37,,,,,,,,,,,,,,44,DEPLOYABLE WITH LIMITATIONS,,,,Y,,25-Apr-2024,V,9,10-Nov-2021,19-Sep-2022,,,,,,,A
Norman Lomasney,CMS,152-58-5486,10,VQ1234,SQUADRONLRAFB,CYCM,Senior Developer,11-Sep-2022,02-Jul-2019,2E274,2M02S,,,,,23-May-2022,612-947-0613,19-Jul-2012,16-Apr-2023,27-Nov-2022,15-Jan-2043,7213 Crest Line Park,Minneapolis,Minnesota,31722-546,Falito Ede,,,,19-Apr-2024,M,,,,V,12-Feb-2023,A,159-84-8462,22-Feb-2023,1M,304-700-8042,40,,,,,,,,,,,,,,31,,06-Oct-2024,,,L,APPROVED SRB,20-Dec-2023,V,5R,05-May-2021,09-Oct-2023,,,,,,,A
Sarina Friel,MSG,123-12-2456,20,NM1234,SQUADRONVSFB,CYP,Information Systems Manager,08-Sep-2022,31-Mar-2022,2E274,2E274,,2E274,,,27-Mar-2018,203-103-3251,20-Jul-2023,13-Nov-2023,17-Nov-2022,22-Jan-2047,82569 Schurz Hill,Fairfield,Connecticut,49643-360,Warde Musico,,,,04-Mar-2024,M,,,,L,10-Sep-2023,A,123-12-2456,01-Jun-2023,1R,562-812-7375,25,,,,,,,,,,,,,,81,,,,,Q,,28-Oct-2024,V,5R,17-Jan-2021,09-Oct-2022,,,,,,,A
Tove Loughman,LTC,159-84-8462,20,NM1234,SQUADRONLRAFB,CYCP,Data Coordinator,06-Nov-2021,29-Apr-2023,Z5C052,Z5C052,,,,,10-Sep-2021,213-743-1116,04-Mar-2008,26-Jul-2023,16-Apr-2023,03-Aug-2046,17458 Arapahoe Crossing,Los Angeles,California,0472-0730,Jacenta Smitten,,,,21-Aug-2024,D,,,,V,01-Jul-2023,A,125-85-1536,02-Feb-2023,1J,225-624-5233,36,,,,,,,,,,,,,,,,,,APPROVED,,EFMP,16-Dec-2023,V,T5,12-Dec-2022,12-Sep-2023,,,,,,,A
Ruttger Lalor,1LT,125-85-1536,10,VQ1234,SQUADRONVSFB,CYC,Social Worker,02-Jan-2022,28-Feb-2022,Z5C052,17D,,,,,16-Feb-2021,318-879-9186,28-Sep-2021,30-Apr-2023,06-Mar-2023,14-Aug-2016,82 Nova Road,Shreveport,Louisiana,42403-010,Modesty Davenhall,,,,30-Jan-2024,M,,,,L,04-Sep-2023,A,125-85-1536,03-Dec-2022,3C,212-318-3950,20,,,,,,,,,,,,,,,,,A,,L,MED  ASSIGNMENT LIMITATION,17-Jun-2024,V,9,17-Oct-2021,22-Jul-2023,,,,,,,A
Aeriela Rockcliffe,1LT,123-12-2456,20,VQ1234,SQUADRONLRAFB,CYCP,Geological Engineer,12-Dec-2022,31-Oct-2023,2E274,17D,,,,,20-Nov-2022,915-315-4944,22-Mar-2022,20-Dec-2022,19-Jan-2023,28-Sep-2014,12137 Dapin Court,El Paso,Texas,68196-321,Lexy Krojn,,,,27-Apr-2024,M,,,,A,29-Mar-2023,,125-85-1536,06-Mar-2023,1R,619-504-8124,28,,,,,,,,,,,,,,,,,A,,,,14-Jul-2024,V,7,01-Jun-2021,31-May-2022,,,,,,,A
Teodoro Albone,2LT,512-54-5483,20,VQ1234,SQUADRONLRAFB,CYP,Information Systems Manager,29-Sep-2021,30-Sep-2019,Z5C052,2E274,,,,,25-Oct-2023,480-715-2562,13-Dec-2009,01-Apr-2023,09-Oct-2023,01-May-2026,738 Russell Point,Mesa,Arizona,49349-171,Vin Gideon,,,,28-Jan-2024,M,,,,V,09-Oct-2023,A,125-85-1536,09-Jul-2023,3C,240-217-4407,28,,,,,,,,,,,,,,,,,A,,,EFMP,07-Nov-2024,V,9,08-Sep-2022,10-Aug-2022,,,,,,,A
Starlin Tudge,LTC,512-54-5483,10,NM1234,SQUADRONVSFB,CYCP,Analog Circuit Design manager,04-Oct-2021,28-Sep-2019,2M02S,2E274,,,,,02-Aug-2023,571-876-2386,23-Nov-2014,21-Apr-2023,19-May-2023,29-Jul-2041,3799 Bay Terrace,Springfield,Virginia,68745-2024,Kenneth Fittes,,,,27-Aug-2024,M,,,,L,27-Oct-2023,A,152-58-5486,06-Jul-2023,1R,212-844-6421,21,,,,,,,,,,,,,,,,,A,,O,,06-Apr-2024,V,9,09-Sep-2022,28-Apr-2023,,,,,,,A
Jan Mallinar,SGT,152-58-5486,20,NM1234,SQUADRONLRAFB,CYC,Registered Nurse,18-Jun-2022,14-Dec-2020,17D,Z5C052,,,,,22-Oct-2020,704-388-0977,08-Mar-2023,21-Mar-2023,19-Mar-2023,20-Sep-2010,2609 Southridge Plaza,Charlotte,North Carolina,36987-1487,Mareah Frederick,,,,16-Jan-2024,D,,,,L,20-Feb-2023,A,159-84-8462,06-Feb-2023,1J,757-155-6920,31,,,,,,,,,,,,,,,,19-Dec-2023,,,,,01-Dec-2023,V,5R,28-Oct-2022,11-Sep-2023,,,,,,,A
Poppy McHale,COL,152-58-5486,20,NM1234,SQUADRONLRAFB,CYP,Media Manager I,18-Sep-2021,22-Dec-2020,2M02S,17D,,,,,13-Oct-2019,918-771-8883,03-Feb-2014,09-Nov-2023,19-Apr-2023,23-Nov-2071,33831 Harper Avenue,Tulsa,Oklahoma,64764-580,Humphrey Gowrich,,,,17-Nov-2023,M,,,,L,06-Nov-2023,A,125-85-1536,15-Feb-2023,1R,406-970-6266,49,,,,,,,,,,,,,,81,,,,,,,22-Feb-2024,V,5R,31-Mar-2022,23-Jan-2023,,,,,,,A
Shaun Raecroft,CMS,512-54-5483,10,VQ1234,SQUADRONLRAFB,CYP,Registered Nurse,05-Sep-2022,30-May-2022,17D,2M02S,,,,,24-Apr-2018,561-145-0018,12-May-2011,05-Jan-2023,13-Sep-2023,12-Aug-2069,97 Main Drive,Delray Beach,Florida,76237-301,Sayre Bollans,,,,17-Jul-2024,S,,,,V,18-Jun-2023,A,125-85-1536,28-Feb-2023,3C,702-646-5675,53,,,,,,,,,,,,,,,,,A,,,MED  ASSIGNMENT LIMITATION,18-Dec-2023,V,A,08-Oct-2022,25-Dec-2022,,,,,,,A
Eudora Morgon,SP4,159-84-8462,20,VQ1234,SQUADRONVSFB,CYCP,Operator,30-Dec-2022,19-Jan-2021,Z5C052,5C071,,,,,22-Sep-2021,763-195-9112,14-Apr-2023,01-Feb-2023,21-Jan-2023,27-Feb-2013,7645 Talmadge Point,Monticello,Minnesota,48951-7092,Abbot Norvel,,,,01-Mar-2024,M,,,,V,14-Feb-2023,A,512-54-5483,06-Mar-2023,3C,704-119-1106,41,,,,,,,,,,,,,,,,19-Jan-2024,,,X,,25-Oct-2024,V,T5,26-Mar-2023,02-May-2022,,,,,,,A
Alphard Burker,2LT,123-12-2456,10,VQ1234,SQUADRONVSFB,CYPR,Help Desk Technician,26-Oct-2022,04-Jan-2019,17D,5C071,,,,,25-Jan-2021,813-794-3316,04-Oct-2013,18-Oct-2023,21-Mar-2023,28-Oct-2042,07885 Dakota Crossing,Tampa,Florida,36800-306,Myriam Matzel,,,,11-Apr-2024,M,,,,A,06-Sep-2023,A,159-84-8462,17-Mar-2023,3C,615-721-5037,18,,,,,,,,,,,,,,44,MEDICAL DEFERMENT,,,,L,,15-Aug-2024,V,5R,09-Nov-2019,27-Nov-2021,,,,,,,A
Thebault Delouch,2LT,152-58-5486,20,VQ1234,SQUADRONLRAFB,CYCP,Environmental Tech,19-Jan-2022,05-Jun-2020,2E274,2E274,,,,,03-Jan-2019,970-736-9880,04-Jul-2009,28-Feb-2023,27-Dec-2022,14-Sep-2034,08 Quincy Place,Grand Junction,Colorado,49035-560,Ashlin Mynett,,,,13-Nov-2024,M,,,,Y,06-Oct-2023,A,125-85-1536,03-May-2023,1R,312-967-3214,51,,,,,,,,,,,,,,,,,A,,,,13-May-2024,V,5R,31-Aug-2023,05-Oct-2022,,,,,,,A
Jehu Somerbell,SMS,123-12-2456,10,NM1234,SQUADRONVSFB,CYC,Analog Circuit Design manager,21-Sep-2022,24-Apr-2023,2M02S,2M02S,,,,,09-May-2019,508-626-2580,22-Feb-2001,01-Sep-2023,15-Mar-2023,27-May-2041,49 David Alley,Worcester,Massachusetts,0173-0556,Nicoline Jura,,,,30-Sep-2024,M,,,,A,17-Mar-2023,A,159-84-8462,22-Dec-2022,1M,801-661-6413,44,,,,,,,,,,,,,,44,,02-Jun-2024,A,APPROVED,L,,26-Feb-2024,V,9,06-Mar-2023,23-Jan-2023,,,,,,,A
Harri Grewer,2LT,123-12-2456,10,VQ1234,SQUADRONLRAFB,CYC,Software Engineer I,26-Apr-2023,30-May-2020,2E274,2E274,,,,,08-Jul-2022,612-116-2954,23-Mar-2001,30-Nov-2022,22-Oct-2023,15-Jun-2059,2762 Charing Cross Pass,Minneapolis,Minnesota,50167-7100,Willa Etherton,,,,15-Apr-2024,M,,,,L,01-Feb-2023,A,512-54-5483,13-Jan-2023,1M,307-237-6314,44,,,,,,,,,,,,,,44,MEDICAL,,A,,,EFMP,21-Oct-2024,V,9,02-Jul-2021,07-Oct-2023,,,,,,,A
Dore Vagg,MAJ,125-85-1536,20,VQ1234,SQUADRONLRAFB,CYPR,Tax Accountant,28-Aug-2022,27-Jul-2020,5C071,2E274,,,,,24-Apr-2021,314-373-3620,31-Dec-2010,26-Feb-2023,29-Sep-2023,22-Sep-2038,2866 Summit Plaza,Saint Louis,Missouri,67544-879,Katuscha Hinkens,,,,22-Apr-2024,M,,,,A,08-Jul-2023,A,512-54-5483,20-Jun-2023,1M,202-924-1475,46,,,,,,,,,,,,,,,,16-Jan-2024,A,APPROVED,,,17-Feb-2024,V,A,13-Sep-2021,11-Jun-2022,,,,,,,A
Loralie Sheen,SGT,152-58-5486,10,VQ1234,SQUADRONVSFB,CYCP,Speech Pathologist,06-Feb-2022,19-Jan-2022,2M02S,2M02S,,,,,12-Apr-2019,954-415-4070,15-Oct-2006,16-Apr-2023,15-Jan-2023,26-Jun-2071,78 Declaration Way,Orlando,Florida,63936-8558,Rahel Snedker,,,,20-Jan-2024,D,,,,Y,17-Aug-2023,A,159-84-8462,13-Sep-2023,1R,312-429-6050,43,,,,,,,,,,,,,,,,14-Sep-2024,,,X,,24-Aug-2024,V,T5,16-Sep-2020,10-May-2023,,,,,,,A
Kleon Nussii,1LT,512-54-5483,20,NM1234,SQUADRONVSFB,CYC,Legal Assistant,08-Jan-2022,18-May-2022,2M02S,2E274,,,,,19-Jan-2020,956-529-8611,05-Aug-2006,17-Apr-2023,15-Apr-2023,20-Jun-2035,39805 Macpherson Plaza,Laredo,Texas,10544-620,Dennison Mordecai,,,,01-Nov-2024,M,,,,Y,12-Apr-2023,A,152-58-5486,24-Mar-2023,1R,301-240-4182,41,,,,,,,,,,,,,,,,12-Nov-2024,,,O,,27-Apr-2024,V,A,21-Mar-2021,21-Sep-2022,,,,,,,A
Herve Crunkhorn,SP1,512-54-5483,20,VQ1234,SQUADRONVSFB,CYPR,Nurse Practicioner,19-Aug-2021,19-Aug-2021,2E274,Z5C052,,,,,06-Sep-2017,908-777-7129,17-Apr-2019,20-Jun-2023,05-Jan-2023,24-Apr-2050,1731 Moose Avenue,Elizabeth,New Jersey,65162-120,Charmaine Bolmann,,,,29-Jan-2024,M,,,,L,08-Sep-2023,A,125-85-1536,23-Oct-2023,1M,830-721-7156,27,,,,,,,,,,,,,,,,22-Nov-2023,,,,,09-Feb-2024,V,T5,07-Jun-2022,01-Sep-2023,,,,,,,A
Chloe Udey,SGT,152-58-5486,10,VQ1234,SQUADRONLRAFB,CYCP,Chief Design Engineer,02-Jun-2023,17-Oct-2021,2M02S,2E274,,,,,22-Oct-2022,202-872-3752,29-Jan-2018,16-Apr-2023,27-Apr-2023,19-Feb-2068,75707 Village Alley,Washington,District of Columbia,35356-604,Hillard Nowakowska,,,,14-Nov-2024,D,,NM1234,,L,05-Jul-2023,A,123-12-2456,31-Aug-2023,3C,760-123-0472,20,,,,,,,,,,,,,,,,26-Feb-2024,A,APPROVED,X,,31-Oct-2024,V,T5,26-Apr-2020,27-Mar-2023,,,,,,,A
Raquela Stetson,CMS,125-85-1536,10,NM1234,SQUADRONVSFB,CYP,Automation Specialist II,06-Jan-2023,16-Dec-2020,5C071,17D,,,,,17-Jun-2019,937-377-8240,16-Oct-2006,05-Aug-2023,01-Feb-2023,13-Aug-2024,6339 Graedel Crossing,Dayton,Ohio,41520-469,Hulda Frankum,,,,15-Oct-2024,S,,,,L,06-Dec-2022,A,123-12-2456,03-Apr-2023,1R,417-623-2816,43,,,,,,,,,,,,,,,,,,,,MED  ASSIGNMENT LIMITATION,20-May-2024,V,A,29-Oct-2022,16-Apr-2022,,,,,,,A
Niven Mokes,CPT,152-58-5486,10,NM1234,SQUADRONVSFB,CYP,Dental Hygienist,11-Nov-2022,09-Jun-2021,2E274,17D,,,,,23-Feb-2020,336-137-5836,28-May-2017,08-Oct-2023,06-Apr-2023,01-Aug-2032,511 Ohio Parkway,High Point,North Carolina,58411-133,Julissa Sumsion,,,,25-Jul-2024,M,,,,Y,24-Mar-2023,A,512-54-5483,06-Feb-2023,1R,850-770-6374,41,,,,,,,,,,,,,,,,06-Oct-2024,,APPROVED,,APPROVED SRB,12-Nov-2024,V,7,30-Sep-2021,11-Sep-2023,,,,,,,A
Conroy Grossier,CPT,159-84-8462,20,NM1234,SQUADRONVSFB,CYCP,Software Test Engineer III,11-Sep-2023,07-Jul-2020,Z5C052,Z5C052,,,,,20-May-2022,312-460-3734,23-Dec-2006,04-Oct-2023,13-Jan-2023,10-Dec-2018,4 Norway Maple Circle,Chicago,Illinois,55111-626,Blake Henkmann,,,,10-Jun-2024,M,,,,Y,08-Sep-2023,A,123-12-2456,17-Jun-2023,1R,202-726-5409,46,,,,,,,,,,13-Jan-2023,,,,,MEDICAL,25-Nov-2023,A,,,,26-Aug-2024,V,7,18-Jul-2019,21-May-2022,,,,,,,A
Denis Bartozzi,SP1,512-54-5483,20,NM1234,SQUADRONVSFB,CYC,Graphic Designer,25-Sep-2021,11-Dec-2022,Z5C052,2M02S,,,,,16-Apr-2018,609-161-9233,18-Apr-2015,01-Nov-2023,02-Aug-2023,02-Jan-2055,343 Summer Ridge Trail,Trenton,New Jersey,50268-523,Alair Mallebone,,,,08-Apr-2024,S,,,,V,05-Nov-2023,A,512-54-5483,15-Sep-2023,1J,501-771-3609,23,,,,,,,,,,,,,,,,,,,,APPROVED SRB,15-Nov-2023,V,9,03-Jan-2021,29-Oct-2023,,,,,,,A
Simeon Braikenridge,TSG,512-54-5483,20,VQ1234,SQUADRONVSFB,CYCP,Geologist I,07-Jun-2023,01-Dec-2018,Z5C052,2E274,,,,,02-Jul-2023,727-358-8876,01-Dec-2010,16-May-2023,06-May-2023,31-Aug-2032,63 Acker Parkway,Largo,Florida,51785-086,Dinny Gelletly,,,,12-Oct-2024,D,,,,A,25-Nov-2022,A,159-84-8462,09-Jul-2023,1J,754-773-1526,29,,,,,,,,,,,,,,,,,,APPROVED,L,,17-Mar-2024,V,A,23-May-2023,08-Jun-2022,,,,,,,A
Tyne Bewlie,CMS,512-54-5483,10,NM1234,SQUADRONVSFB,CYP,Account Coordinator,10-Apr-2022,18-Sep-2021,Z5C052,17D,,,,,24-May-2021,515-685-0368,30-Aug-2011,11-Oct-2023,02-Jul-2023,27-Jul-2074,1 Helena Park,Des Moines,Iowa,63304-445,Connor Gergus,,,,23-Jun-2024,M,,,,Y,04-May-2023,A,512-54-5483,02-Jul-2023,1M,319-126-3998,48,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,,,O,,23-Jan-2024,V,5R,15-Sep-2021,15-Feb-2022,,,,,,,A
Gearard Pardon,2LT,512-54-5483,10,NM1234,SQUADRONVSFB,CYC,Accountant I,29-Dec-2021,01-Aug-2021,2E274,Z5C052,17D,,,,28-Dec-2017,717-163-4023,25-Oct-2022,31-Aug-2023,27-Jun-2023,26-Jul-2010,2854 Ohio Plaza,Harrisburg,Pennsylvania,44523-602,Seumas Gardener,,,,10-May-2024,M,,,SQUADRONNMAFB,A,04-Sep-2023,,512-54-5483,03-Oct-2023,1J,405-164-0839,35,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,,,O,EFMP,29-Dec-2023,V,T5,13-Apr-2019,11-Jun-2022,,,,,,,A
Ailee Mainwaring,SMS,125-85-1536,20,NM1234,SQUADRONVSFB,CYPR,Geological Engineer,26-Jan-2023,10-Jul-2022,Z5C052,Z5C052,,,,,29-Jul-2023,215-442-8506,29-May-2003,06-Aug-2023,18-Feb-2023,06-Jun-2051,6 Meadow Vale Way,Philadelphia,Pennsylvania,41190-213,Gordan Hiscocks,,,,26-Dec-2023,S,02-May-2024,,,Y,08-May-2023,A,152-58-5486,15-Nov-2022,3C,615-991-6312,46,,,,,,,,,,,,,,,DEPLOYABLE WITH LIMITATIONS,27-Apr-2024,,,,,25-Dec-2023,V,9,04-Jul-2019,19-May-2023,,,,,,,A
Mattie Sackur,SP1,159-84-8462,20,VQ1234,SQUADRONLRAFB,CYP,Account Coordinator,05-Nov-2021,30-Jan-2022,2E274,2E274,17D,,,,06-Aug-2018,914-499-4873,19-Oct-2008,23-May-2023,17-Dec-2022,28-Sep-2024,4544 Shoshone Terrace,Yonkers,New York,76436-131,Mahalia Haskur,,,,08-Jan-2024,M,,,,Y,24-Nov-2022,A,159-84-8462,21-Aug-2023,1M,480-419-6621,36,,,,,,,,,,,,,,,MEDICAL DEFERMENT,19-Jan-2024,,APPROVED,O,,04-May-2024,V,9,26-Oct-2019,16-May-2022,,,,,,,A
